Date,Open,High,Low,Close,Adj Close,Volume,ClosePrice,Fast10DayEMA,Slow40DayEMA,APO,Trades,Position,Pnl
2014-01-02,555.647278,556.788025,552.06073,554.481689,554.481689,3656400,554.481689,554.481689,554.481689,0.0,0,0,0.0
2014-01-03,555.418152,556.379578,550.401978,550.436829,550.436829,3345800,550.436829,553.7462599090909,554.2843787560976,-0.5381188470066718,0,0,0.0
2014-01-06,554.42688,557.340942,551.1541139999999,556.573853,556.573853,3551800,556.573853,554.2603677438017,554.3960604265318,-0.13569268273010948,0,0,0.0
2014-01-07,560.399475,567.717041,558.486633,567.303589,567.303589,5124300,567.303589,556.6318625176559,555.0256959667009,1.6061665509549812,0,0,0.0
2014-01-08,570.860291,571.517822,564.528992,568.484192,568.484192,4501700,568.484192,558.7868315144458,555.6822079683253,3.1046235461204787,0,0,0.0
2014-01-09,569.585083,569.973572,560.678467,563.0097049999999,563.0097049999999,4184500,563.0097049999999,559.5546266936375,556.0396468479192,3.514979845718244,0,0,0.0
2014-01-10,567.413208,567.413208,559.029602,562.979797,562.979797,4302900,562.979797,560.1773849311579,556.3781907577768,3.7991941733811245,0,0,0.0
2014-01-13,561.131714,571.3135990000001,556.499084,559.39325,559.39325,4855800,559.39325,560.0348149436746,556.5252668183731,3.509548125301535,0,0,0.0
2014-01-14,566.850281,573.350952,561.938721,572.553955,572.553955,4983700,572.553955,562.3110222266429,557.3071540467452,5.003868179897722,0,0,0.0
2014-01-15,574.342224,575.343445,569.759399,572.165405,572.165405,3915000,572.165405,564.1027281854351,558.0319467761722,6.070781409262963,0,0,0.0
2014-01-16,572.40448,576.802979,571.856567,575.9511719999999,575.9511719999999,3380300,575.9511719999999,566.2569906971742,558.9060553236759,7.35093537349826,0,0,0.0
2014-01-17,576.2650150000001,578.147949,569.9636230000001,573.116821,573.116821,5422800,573.116821,567.5042325704152,559.5992634054478,7.904969164967383,0,0,0.0
2014-01-21,578.297424,579.82666,573.500366,579.677246,579.677246,3974500,579.677246,569.7175077394306,560.5786771905479,9.138830548882765,0,0,0.0
2014-01-22,581.12677,581.764404,577.2662349999999,580.334778,580.334778,3154500,580.334778,571.6479205140796,561.5423894251553,10.105531088924295,-1,-10,0.0
2014-01-23,577.8341059999999,579.074463,575.029663,577.883972,577.883972,3912700,577.883972,572.7817480569743,562.3395397946599,10.442208262314352,0,-10,24.50806000000057
2014-01-24,573.355896,574.6211549999999,559.4031980000001,559.81665,559.81665,7814000,559.81665,570.4244575011608,562.2164719997985,8.20798550136226,0,-10,205.18128000000047
2014-01-27,560.947449,561.146667,539.1142580000001,548.558838,548.558838,8739800,548.558838,566.4488903191316,561.5502459510278,4.89864436810376,1,0,317.7593999999999
2014-01-28,553.086914,560.773071,552.897583,559.4082030000001,559.4082030000001,4436900,559.4082030000001,565.1687653520167,561.4457560509777,3.723009301039042,0,0,317.7593999999999
2014-01-29,557.470459,558.780579,547.6572269999999,551.39325,551.39325,4777500,551.39325,562.6641261971046,560.9553899021495,1.708736294955088,0,0,317.7593999999999
2014-01-30,570.362122,574.0931400000001,561.520264,565.5750730000001,565.5750730000001,10220800,565.5750730000001,563.1933892521765,561.1807402971666,2.0126489550099222,0,0,317.7593999999999
2014-01-31,583.487915,591.054565,573.41571,588.2799679999999,588.2799679999999,11174200,588.2799679999999,567.7545853881444,562.5026538436463,5.25193154449812,0,0,317.7593999999999
2014-02-03,587.398315,588.653564,563.8914179999999,564.598755,564.598755,9172400,564.598755,567.1807980448455,562.6049026805416,4.575895364303847,0,0,317.7593999999999
2014-02-04,566.870239,575.343445,566.38208,566.954895,566.954895,5644800,566.954895,567.1397247639644,562.8170974278322,4.3226273361322,0,0,317.7593999999999
2014-02-05,569.555176,573.2363889999999,561.90387,569.465515,569.465515,4806800,569.465515,567.5625957159709,563.1414104801331,4.421185235837811,0,0,317.7593999999999
2014-02-06,573.41571,577.913818,571.632385,577.814209,577.814209,3907600,577.814209,569.4265254039763,563.8571567493949,5.569368654581353,0,0,317.7593999999999
2014-02-07,581.6348879999999,586.7507320000001,578.113098,586.5215450000001,586.5215450000001,5292000,586.5215450000001,572.5347107850715,564.9627366640585,7.571974121013,0,0,317.7593999999999
2014-02-10,583.712097,588.99231,582.327271,584.274963,584.274963,3904800,584.274963,574.6693020968767,565.9047964853239,8.76450561155275,0,0,317.7593999999999
2014-02-11,587.88147,593.709656,583.916321,592.867798,592.867798,4116900,592.867798,577.9781195338081,567.2200648518934,10.7580546819147,-1,-10,317.7593999999999
2014-02-12,592.2799679999999,592.778137,588.484192,591.129272,591.129272,3461800,591.129272,580.3692381640249,568.386367639606,11.9828705244189,0,-10,335.1446599999997
2014-02-13,588.17041,597.709656,587.627441,597.709656,597.709656,3686400,597.709656,583.5220414069295,569.8167719498691,13.705269457060353,0,-10,269.3408199999999
2014-02-14,595.572632,599.946228,594.172913,599.1542360000001,599.1542360000001,4389700,599.1542360000001,586.3642586056695,571.2478677571926,15.116390848476954,0,-10,254.89501999999902
2014-02-18,598.461792,604.17041,597.75946,603.179138,603.179138,4233500,603.179138,589.4215094046388,572.8054906958661,16.616018708772685,-1,-20,214.64600000000019
2014-02-19,600.399536,602.352234,596.514099,598.92511,598.92511,4222900,598.92511,591.1494367856135,574.0796184667994,17.0698183188141,0,-20,299.72655999999915
2014-02-20,599.323608,601.191589,597.8690190000001,599.8067629999999,599.8067629999999,3414300,599.8067629999999,592.7234960973201,575.3346011269555,17.388894970364618,0,-20,282.09350000000086
2014-02-21,601.649841,602.676025,599.174133,599.6474,599.6474,3738500,599.6474,593.9823877159891,576.5205913158845,17.461796400104618,0,-20,285.28076000000056
2014-02-24,600.429443,607.801819,600.2999269999999,603.991089,603.991089,3361100,603.991089,595.8021515858093,577.8606155931584,17.94153599265087,0,-20,198.40697999999975
2014-02-25,605.699707,609.963684,602.950012,607.722107,607.722107,2888100,607.722107,597.9694162065713,579.3172737105654,18.652142496005922,0,-20,123.78661999999849
2014-02-26,609.714661,612.1455080000001,604.61377,607.8067629999999,607.8067629999999,3979100,607.8067629999999,599.7580247144674,580.7070048954158,19.05101981905159,0,-20,122.09350000000086
2014-02-27,606.920105,609.8292240000001,606.232666,607.328613,607.328613,2529400,607.328613,601.134495311837,582.0056199249077,19.12887538692928,0,-20,131.65649999999914
2014-02-28,607.891479,609.809265,600.857849,605.555237,605.555237,4644500,605.555237,601.9382665278666,583.1543817334488,18.783884794417872,0,-20,167.12401999999884
2014-03-03,601.1218259999999,601.664795,593.844116,599.099426,599.099426,4225300,599.099426,601.4221137046181,583.9321887708415,17.489924933776592,0,-20,296.24023999999963
2014-03-04,605.231445,605.729553,602.491699,605.186584,605.186584,2946300,605.186584,602.106562849233,584.9689885381176,17.137574311115372,0,-20,174.49707999999873
2014-03-05,605.256348,609.256348,603.443176,606.8553469999999,606.8553469999999,2479700,606.8553469999999,602.9699781493724,586.0366157801607,16.93336236921175,0,-20,141.12182000000075
2014-03-06,608.857849,610.785645,607.024719,607.527832,607.527832,2545600,607.527832,603.7986788494866,587.0849677908845,16.71371105860203,0,-20,127.67211999999972
2014-03-07,611.1094360000001,611.204041,603.458069,605.1268309999999,605.1268309999999,3041500,605.1268309999999,604.0401610586708,587.9650586791341,16.075102379536702,0,-20,175.69214000000102
2014-03-10,605.5751339999999,606.546509,599.7968139999999,603.522827,603.522827,2438200,603.522827,603.9461003207307,588.7239742069812,15.222126113749482,0,-20,207.77221999999938
2014-03-11,604.618713,604.8927,596.085754,597.754456,597.754456,3438800,597.754456,602.8203468078706,589.1644855139577,13.655861293912835,0,-20,323.1396399999994
2014-03-12,595.966187,601.6698,589.883972,601.395813,601.395813,3943200,601.395813,602.561340660985,589.7611356352281,12.800205025756895,0,-20,250.3125
2014-03-13,601.719604,602.989868,590.167908,592.309875,592.309875,4708600,592.309875,600.6974378135332,589.8854643847292,10.81197342880398,-1,-30,432.0312599999977
2014-03-14,588.788086,593.211487,584.075745,584.210266,584.210266,4604900,584.210266,597.6997702110726,589.6086254391327,8.09114477193998,1,-20,794.1062399999964
